,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.6_5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,1_Q5.2,2_Q5.2,3_Q5.2,4_Q5.2,5_Q5.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,investExtra1,profile1b,profile2b,profile3b,profile4b,profile5b,profile1a,profile2a,profile3a,profile4a,profile5a,seed1,seed2,seed3,seed4,seed5,minutes,Q6.9_agg
498,07/07/2023 23:19,07/07/2023 23:19,IP Address,7,6,FALSE,14/07/2023 23:19,R_1FEuOfhFFPqGPAc,email,EN,Consent to participate in this short survey,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985968987,890378176,840476703,287234884,151480117,0.1,N/A
499,07/07/2023 23:19,07/07/2023 23:20,IP Address,21,59,FALSE,14/07/2023 23:20,R_24v2hWFnbczvzGs,email,EN,Consent to participate in this short survey,Student,University,United States,American,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328447565,725384480,717509716,784390686,918484572,0.983333333,N/A
500,07/07/2023 23:52,07/07/2023 23:53,IP Address,7,23,FALSE,14/07/2023 23:53,R_PBgAfEncRmrT8kh,email,EN,Consent to participate in this short survey,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618175206,435030849,713001951,895535714,456482424,0.383333333,N/A
501,08/07/2023 00:17,08/07/2023 00:18,IP Address,7,39,FALSE,15/07/2023 00:18,R_SN0nYW9QF5cJw8p,email,EN,Consent to participate in this short survey,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679879207,112678549,887874547,114028157,457950971,0.65,N/A
502,08/07/2023 02:57,08/07/2023 02:58,IP Address,7,66,FALSE,15/07/2023 02:58,R_32JXEdrIHKDt7ly,email,EN,Consent to participate in this short survey,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455653408,955810853,940419300,225298981,612114658,1.1,N/A
503,08/07/2023 09:59,08/07/2023 10:00,IP Address,7,22,FALSE,15/07/2023 10:00,R_PMWH76mFetXHy9j,email,EN,Consent to participate in this short survey,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508365048,936707202,147127050,540554999,627872853,0.366666667,N/A
504,08/07/2023 10:48,08/07/2023 10:49,IP Address,21,56,FALSE,15/07/2023 10:49,R_12umctD6bdAuSWK,email,EN,Consent to participate in this short survey,Student,University,Italy,Dutch,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523035812,809447309,165373736,73448734,435401549,0.933333333,N/A
505,08/07/2023 13:31,08/07/2023 13:32,IP Address,21,40,FALSE,15/07/2023 13:32,R_3DckAyp4SWHF2kz,email,EN,Consent to participate in this short survey,Post Doc,University,France,French,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929164861,259113832,595509866,976686833,94837712,0.666666667,N/A
506,08/07/2023 13:52,08/07/2023 13:53,IP Address,21,77,FALSE,15/07/2023 13:53,R_xaaep9h7uFPPnvH,email,EN,Consent to participate in this short survey,Student,Research Institute,Norway,Norwegian,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429973283,847659828,392970605,273669933,908578947,1.283333333,N/A
507,08/07/2023 14:10,08/07/2023 14:14,IP Address,54,232,FALSE,15/07/2023 14:14,R_31seEgj0CcQRA6n,email,EN,Consent to participate in this short survey,Senior Faculty,University,Denmark,Hungarian,8,10,7,7,NA,NA,Yes,Do not know,NA,NA,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849574818,131006760,661344741,178313625,269440348,3.866666667,N/A
508,09/07/2023 09:09,09/07/2023 09:10,IP Address,7,27,FALSE,16/07/2023 09:10,R_DiVf8TZUO26Oitz,email,EN,Consent to participate in this short survey,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545125511,653402445,598391290,31865518,744623641,0.45,N/A
509,16/07/2023 09:57,16/07/2023 10:13,IP Address,100,968,TRUE,16/07/2023 10:13,R_2qsHdLpAd8mOIdE,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,British,4,5,1,3,0,0,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,Yes,No,Profile A,Profile B,Profile B,Profile B,Profile B,2,3,1,4,5,6,7,NA,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",58569385,206897052,666278719,370538643,335051384,16.13333333,Man
